patch_index,t_start_global,t_end_global,mi_score,curvature_k,tukey_high_mi
0,0,96,0.01722790942294523,2.7870424554703077,0
1,96,192,0.01734344130381942,1.3979041728567563,1
2,192,288,0.017274454596918076,0.8410215580717055,0
3,288,384,0.0170998755376786,2.2444148976752105,0
4,384,480,0.016880668804515154,1.4047130625298698,0
5,480,576,0.01688084757188335,1.4121063719404514,0
6,576,672,0.017073930066544563,1.405552559710564,0
