layer,patch_index,mi_score,group
5,0,0.016201336414087563,low
5,1,0.016533789737150074,high
5,2,0.016495361283887178,mid
5,3,0.01641229665838182,mid
5,4,0.01637885719537735,low
5,5,0.016399988532066347,mid
5,6,0.016513183794450013,high
