layer,patch_index,mi_score,group
0,0,0.01722790942294523,mid
0,1,0.01734344130381942,high
0,2,0.017274454596918076,high
0,3,0.0170998755376786,mid
0,4,0.016880668804515154,low
0,5,0.01688084757188335,low
0,6,0.017073930066544563,mid
