layer,patch_index,mi_score,group
3,0,0.016304017591755836,low
3,1,0.01653086191508919,high
3,2,0.016486728040035814,mid
3,3,0.016359389468561858,mid
3,4,0.01626669984543696,low
3,5,0.01630851407535374,mid
3,6,0.01654187621315941,high
