layer,patch_index,mi_score,group
1,0,0.01654069753130898,mid
1,1,0.016721254913136363,high
1,2,0.016673845797777177,high
1,3,0.016511379939038305,mid
1,4,0.01633174014277756,low
1,5,0.016322193073574454,low
1,6,0.016613597818650305,mid
