layer,patch_index,mi_score,group
6,0,0.016561036789789797,low
6,1,0.016878969280514865,high
6,2,0.016798989451490342,mid
6,3,0.01673297642264515,low
6,4,0.01674836368765682,mid
6,5,0.016743023425806313,mid
6,6,0.016870579135138543,high
