layer,patch_index,mi_score,group
4,0,0.016419245523866265,low
4,1,0.016675544797908514,high
4,2,0.016628136066719888,mid
4,3,0.016514853527769446,mid
4,4,0.016439338366035373,low
4,5,0.01648230160353705,mid
4,6,0.016672695323359223,high
