patch_index,t_start_global,t_end_global,mi_score,curvature_k,tukey_high_mi
0,6720,6816,0.01722790942294523,1.1802127006206111,0
1,6816,6912,0.01734344130381942,1.016383130499658,1
2,6912,7008,0.017274454596918076,1.1920746133682572,0
3,7008,7104,0.0170998755376786,1.191372404707239,0
4,7104,7200,0.016880668804515154,1.115106623223487,0
5,7200,7296,0.01688084757188335,1.1518082923077526,0
6,7296,7392,0.017073930066544563,1.185521227248172,0
