patch_index,t_start_global,t_end_global,mi_score,curvature_k,tukey_high_mi
0,3360,3456,0.01722790942294523,0.9212552232945223,0
1,3456,3552,0.01734344130381942,1.311191475137751,1
2,3552,3648,0.017274454596918076,1.2011489639890955,0
3,3648,3744,0.0170998755376786,0.9474254669027122,0
4,3744,3840,0.016880668804515154,0.8590958549621259,0
5,3840,3936,0.01688084757188335,0.8785531774480292,0
6,3936,4032,0.017073930066544563,1.2656489433126246,0
