patch_index,t_start_global,t_end_global,mi_score,curvature_k,tukey_high_mi
0,14784,14880,0.01722790942294523,0.6638618124292254,0
1,14880,14976,0.01734344130381942,0.6474574956488102,1
2,14976,15072,0.017274454596918076,0.8553085098875329,0
3,15072,15168,0.0170998755376786,0.672755302266872,0
4,15168,15264,0.016880668804515154,0.6555851875467508,0
5,15264,15360,0.01688084757188335,0.44376594462293245,0
6,15360,15456,0.017073930066544563,0.664468042710994,0
