patch_index,t_start_global,t_end_global,mi_score,curvature_k,tukey_high_mi
0,12096,12192,0.01722790942294523,0.737191560420584,0
1,12192,12288,0.01734344130381942,0.47758513308585937,1
2,12288,12384,0.017274454596918076,0.4677446700157003,0
3,12384,12480,0.0170998755376786,0.48213834204572315,0
4,12480,12576,0.016880668804515154,0.5964574052932416,0
5,12576,12672,0.01688084757188335,0.6114255189895631,0
6,12672,12768,0.017073930066544563,0.5113722884908636,0
