patch_index,t_start_global,t_end_global,mi_score,curvature_k,tukey_high_mi
0,1344,1440,0.01722790942294523,0.712457352496208,0
1,1440,1536,0.01734344130381942,0.5335744086732245,1
2,1536,1632,0.017274454596918076,0.5597444899538736,0
3,1632,1728,0.0170998755376786,0.6188934407335657,0
4,1728,1824,0.016880668804515154,0.5352556756202205,0
5,1824,1920,0.01688084757188335,0.810531920575081,0
6,1920,2016,0.017073930066544563,0.7723510214622987,0
