patch_index,t_start_global,t_end_global,mi_score,curvature_k,tukey_high_mi
0,672,768,0.01722790942294523,1.0738941354954503,0
1,768,864,0.01734344130381942,1.3732339169116727,1
2,864,960,0.017274454596918076,1.1260858901003583,0
3,960,1056,0.0170998755376786,0.7146590415467613,0
4,1056,1152,0.016880668804515154,0.7408828735351557,0
5,1152,1248,0.01688084757188335,1.0843722160826348,0
6,1248,1344,0.017073930066544563,0.977361577622433,0
