patch_index,t_start_global,t_end_global,mi_score,curvature_k,tukey_high_mi
0,10752,10848,0.01722790942294523,0.9580744581019628,0
1,10848,10944,0.01734344130381942,1.157106257499532,1
2,10944,11040,0.017274454596918076,1.3357979490401897,0
3,11040,11136,0.0170998755376786,0.568074535816274,0
4,11136,11232,0.016880668804515154,0.7947659847584178,0
5,11232,11328,0.01688084757188335,0.7738722689608311,0
6,11328,11424,0.017073930066544563,0.7132235486456685,0
