patch_index,t_start_global,t_end_global,mi_score,curvature_k,tukey_high_mi
0,12768,12864,0.018562140688300133,0.002780132454048038,0
1,12864,12960,0.0185841383645311,0.002780132454048046,0
2,12960,13056,0.018508660700172187,0.002780132454045641,0
3,13056,13152,0.01848421380855143,0.002780132454048043,0
4,13152,13248,0.018533788819331674,0.002780132454046838,0
5,13248,13344,0.018568528199102728,0.0027801324540468416,0
6,13344,13440,0.01875262998510152,0.0027801324540480464,1
