patch_index,t_start_global,t_end_global,mi_score,curvature_k,tukey_high_mi
0,2016,2112,0.018562140688300133,0.002780132454046535,0
1,2112,2208,0.0185841383645311,0.002780132454045633,0
2,2208,2304,0.018508660700172187,0.002780132454046538,0
3,2304,2400,0.01848421380855143,0.0027801324540465376,0
4,2400,2496,0.018533788819331674,0.002780132454045633,0
5,2496,2592,0.018568528199102728,0.002780132454046838,0
6,2592,2688,0.01875262998510152,0.0027801324540468403,1
