patch_index,t_start_global,t_end_global,mi_score,curvature_k,tukey_high_mi
0,6048,6144,0.018562140688300133,0.0027801324540474427,0
1,6144,6240,0.0185841383645311,0.00278013245404744,0
2,6240,6336,0.018508660700172187,0.0027801324540456377,0
3,6336,6432,0.01848421380855143,0.0027801324540462358,0
4,6432,6528,0.018533788819331674,0.0027801324540474436,0
5,6528,6624,0.018568528199102728,0.0027801324540474436,0
6,6624,6720,0.01875262998510152,0.002780132454046236,1
