patch_index,t_start_global,t_end_global,mi_score,curvature_k,tukey_high_mi
0,672,768,0.018562140688300133,0.0027801324540463095,0
1,768,864,0.0185841383645311,0.0027801324540460844,0
2,864,960,0.018508660700172187,0.0027801324540463125,0
3,960,1056,0.01848421380855143,0.0027801324540461607,0
4,1056,1152,0.018533788819331674,0.0027801324540460844,0
5,1152,1248,0.018568528199102728,0.0027801324540462353,0
6,1248,1344,0.01875262998510152,0.002780132454046387,1
